cell_barcode,ncounts,hash_umis,pval_demultiplexing,qval_demultiplexing,top_to_second_best_ratio,top_oligo,perturbation,dose_value,well,celltype,cell_line,cancer,disease,tissue_type,organism,perturbation_type,ngenes,percent_mito,percent_ribo,nperts,chembl-ID,dose_value_num,is_control,treatment_group,n_genes
B06_A01_RT_635,1986,8.0,0.446586566836294,1.0,1.35664335664336,BMS_100_BG09,BMS,100,BG09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1268,2.9707956,0.6042296,1,,100.0,False,BMS,1268
B06_A01_RT_752,1023,4.0,0.999248872596473,1.0,1.68166089965398,BMS_100_BG09,BMS,100,BG09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,704,6.3538613,0.7820137,1,,100.0,False,BMS,704
B06_A01_RT_755,1545,2770.0,0.0,0.0,2480.58561643836,BMS_100_BG09,BMS,100,BG09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1209,6.343042,0.32362458,1,,100.0,False,BMS,1209
B06_B02_RT_702,1461,9.0,2.46393703651621e-05,0.0002956724443819,4.07114624505929,BMS_10_AH07,BMS,10,AH07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1062,5.270363,2.806297,1,,10.0,False,BMS,1062
B07_A01_RT_519,1595,118.0,0.0,0.0,50.3387978142077,BMS_100_BH05,BMS,100,BH05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1240,5.705329,0.56426334,1,,100.0,False,BMS,1240
B07_A01_RT_568,4498,5.0,3.8317130537475504e-44,5.36439827524658e-43,1.00459558823529,BMS_50_BG10,BMS,50,BG10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2393,3.201423,1.6451756,1,,50.0,False,BMS,2393
B07_A01_RT_725,4789,219.0,0.0,0.0,1.29167165967645,BMS_50_AG10,BMS,50,AG10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2429,9.647108,2.1089997,1,,50.0,False,BMS,2429
B07_A01_RT_756,3122,7.0,1.26154960143589e-24,1.51385952172306e-23,1.00645756457565,BMS_100_AH05,BMS,100,AH05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1801,10.345932,2.0179372,1,,100.0,False,BMS,1801
B07_B02_RT_438,12379,311.0,0.0,0.0,2.8150912106136,BMS_50_BG10,BMS,50,BG10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4890,6.7937636,1.47831,1,,50.0,False,BMS,4890
B07_B02_RT_499,1001,1.0,0.999938035500633,1.0,inf,BMS_50_BG10,BMS,50,BG10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,717,4.895105,0.4995005,1,,50.0,False,BMS,717
B07_B02_RT_629,1045,3.0,1.0,1.0,1.04145077720207,BMS_50_BH06,BMS,50,BH06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,736,2.4880383,0.28708133,1,,50.0,False,BMS,736
B07_B02_RT_676,1273,1.0,1.0,1.0,inf,BMS_10_AG03,BMS,10,AG03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,822,1.9638649,0.31421837,1,,10.0,False,BMS,822
B07_B02_RT_710,2144,5.0,0.889829578781526,1.0,1.00423370025402,BMS_50_AG02,BMS,50,AG02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1358,6.5764923,0.4197761,1,,50.0,False,BMS,1358
B08_B02_RT_619,1054,2.0,0.999721080088413,1.0,1.03059805285118,BMS_100_BG09,BMS,100,BG09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,752,8.728653,0.37950665,1,,100.0,False,BMS,752
B09_A01_RT_424,1312,7.0,1.48196050466464e-43,1.0373723532652499e-42,1.85272277227723,BMS_50_BG02,BMS,50,BG02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,968,2.5914633,0.30487806,1,,50.0,False,BMS,968
B09_A01_RT_539,6388,213.0,0.0,0.0,1.24456086997254,BMS_10_BG11,BMS,10,BG11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3095,7.529743,2.0507202,1,,10.0,False,BMS,3095
B09_A01_RT_686,5902,892.0,0.0,0.0,15.1809010181784,BMS_50_BG02,BMS,50,BG02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2839,13.249746,0.99966115,1,,50.0,False,BMS,2839
B09_A01_RT_710,1132,10.0,0.0067844174069389,0.0135688348138779,2.82456140350877,BMS_50_BG02,BMS,50,BG02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,816,6.1837454,0.5300353,1,,50.0,False,BMS,816
B09_A01_RT_730,4042,4281.0,0.0,0.0,23.1201025412557,BMS_100_AG09,BMS,100,AG09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2288,14.027709,1.6575953,1,,100.0,False,BMS,2288
B09_B02_RT_401,2702,42.0,0.0,0.0,27.9239130434783,BMS_10_BG03,BMS,10,BG03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1447,10.547743,5.2183566,1,,10.0,False,BMS,1447
B09_B02_RT_682,1257,72.0,0.0,0.0,37.6506024096386,BMS_10_AG11,BMS,10,AG11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,784,9.38743,5.48926,1,,10.0,False,BMS,784
B09_B02_RT_709,1193,31.0,0.0,0.0,28.5470249520154,BMS_10_BG03,BMS,10,BG03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,851,8.801341,4.3587594,1,,10.0,False,BMS,851
B10_B02_RT_397,2359,9.0,1.31778480703657e-08,5.13936074744263e-07,1.92299465240642,BMS_100_BG09,BMS,100,BG09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1441,5.0445104,0.5086901,1,,100.0,False,BMS,1441
B10_B02_RT_444,2321,63.0,0.0,0.0,49.7997881355932,BMS_10_AH07,BMS,10,AH07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1354,7.367514,5.4286947,1,,10.0,False,BMS,1354
B10_B02_RT_513,1165,7.0,2.78938574366251e-28,1.31101129952138e-26,1.00747065101387,BMS_50_AG02,BMS,50,AG02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,825,3.690987,0.51502144,1,,50.0,False,BMS,825
B10_B02_RT_529,2485,72.0,0.0,0.0,77.61,BMS_10_AG03,BMS,10,AG03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1439,6.1167,4.4265594,1,,10.0,False,BMS,1439
B10_B02_RT_706,8001,313.0,0.0,0.0,2.48408797537484,BMS_10_BG11,BMS,10,BG11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3463,10.336208,3.3745782,1,,10.0,False,BMS,3463
B10_B02_RT_708,1025,53.0,0.0,0.0,48.5578002244669,BMS_10_AG03,BMS,10,AG03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,649,8.878049,7.414634,1,,10.0,False,BMS,649
B10_B02_RT_745,1011,3.0,0.994816014585786,1.0,1.01943844492441,BMS_50_AH06,BMS,50,AH06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,733,7.5173097,0.0,1,,50.0,False,BMS,733
B11_A01_RT_397,1173,9.0,0.0244794673720719,0.195835738976576,1.84584980237154,BMS_50_BG02,BMS,50,BG02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,855,5.882353,0.59676045,1,,50.0,False,BMS,855
B11_A01_RT_575,7004,303.0,0.0,0.0,13.5208208806535,BMS_50_BG02,BMS,50,BG02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3227,11.165049,1.4563106,1,,50.0,False,BMS,3227
B11_A01_RT_605,1204,215.0,0.0,0.0,inf,BMS_10_BH07,BMS,10,BH07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,847,8.72093,4.6511626,1,,10.0,False,BMS,847
B11_A01_RT_635,2102,6.0,0.999999813266802,1.0,1.01260504201681,BMS_50_BG02,BMS,50,BG02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1363,3.9486203,0.5708849,1,,50.0,False,BMS,1363
B11_B02_RT_406,4776,90.0,0.0,0.0,7.62676056338028,BMS_50_BG02,BMS,50,BG02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2345,14.447236,1.2562814,1,,50.0,False,BMS,2345
B11_B02_RT_423,1759,44.0,1.01101498065604e-06,2.9319434439025e-05,39.1562913907285,BMS_10_AH07,BMS,10,AH07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1130,7.5611143,5.173394,1,,10.0,False,BMS,1130
B11_B02_RT_433,1492,5.0,2.18673603289794e-11,7.653576115142791e-10,1.00629722921914,BMS_10_AH07,BMS,10,AH07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1011,2.2117963,0.4691689,1,,10.0,False,BMS,1011
B11_B02_RT_455,1163,5.0,3.5712544036247e-24,1.67848956970361e-22,1.0063371356147,BMS_100_BG01,BMS,100,BG01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,847,4.901118,0.4299226,1,,100.0,False,BMS,847
B11_B02_RT_468,1109,7.0,0.0004294340212358,0.0098769824884238,1.01783439490446,BMS_100_BH05,BMS,100,BH05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,794,4.5085664,0.54102796,1,,100.0,False,BMS,794
B11_B02_RT_502,1679,3.0,1.26527655463769e-27,6.1998551177247e-26,1.00376884422111,BMS_100_BH05,BMS,100,BH05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1147,4.7051816,0.23823705,1,,100.0,False,BMS,1147
B11_B02_RT_601,8300,8.0,1.81764775664829e-16,7.815885353587641e-15,1.01011378002528,BMS_50_BH06,BMS,50,BH06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3350,15.506024,1.9518073,1,,50.0,False,BMS,3350
B11_B02_RT_735,1937,74.0,1.04203403715944e-17,4.58494976350153e-16,77.1448275862069,BMS_10_AG11,BMS,10,AG11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1130,8.673206,6.3500257,1,,10.0,False,BMS,1130
B12_A01_RT_546,3219,4.0,7.019794011853979e-13,7.72177341303937e-12,1.0112676056338,BMS_50_AG02,BMS,50,AG02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1875,6.1509786,1.4600807,1,,50.0,False,BMS,1875
B12_B02_RT_384,1097,111.0,0.0,0.0,135.405362776025,BMS_10_AG11,BMS,10,AG11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,702,12.032817,5.9252505,1,,10.0,False,BMS,702
B12_B02_RT_387,1177,8.0,1.34300690939897e-29,1.74590898221867e-28,1.01999167013744,BMS_50_AG10,BMS,50,AG10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,823,5.6074767,0.33984706,1,,50.0,False,BMS,823
B12_B02_RT_484,2191,68.0,0.0,0.0,27.4648858250754,BMS_10_AG11,BMS,10,AG11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1290,12.688271,4.564126,1,,10.0,False,BMS,1290
B12_B02_RT_658,1361,62.0,0.0,0.0,53.6043720531504,BMS_10_AG11,BMS,10,AG11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,947,7.1271124,2.7185893,1,,10.0,False,BMS,947
B12_B02_RT_727,6584,618.0,0.0,0.0,1.27412991404819,BMS_10_BH07,BMS,10,BH07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3165,8.140947,2.8705955,1,,10.0,False,BMS,3165
B12_B02_RT_735,2100,795.0,0.0,0.0,1155.36462093863,BMS_100_BG01,BMS,100,BG01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1490,8.666667,0.33333334,1,,100.0,False,BMS,1490
B12_B02_RT_738,4952,97.0,0.0,0.0,1.05067715584808,BMS_10_AG03,BMS,10,AG03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2471,14.115509,3.3925686,1,,10.0,False,BMS,2471
C01_A01_RT_393,7092,205.0,0.0,0.0,10.3135240211052,BMS_10_BH07,BMS,10,BH07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3398,5.9080653,2.0868585,1,,10.0,False,BMS,3398
C01_A01_RT_467,1016,1.0,2.95428252032392e-34,3.5451390243887e-33,inf,BMS_100_BH05,BMS,100,BH05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,726,9.350393,0.39370078,1,,100.0,False,BMS,726
C01_A01_RT_552,1113,57.0,0.0,0.0,8.40729358737964,BMS_50_BH06,BMS,50,BH06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,773,7.5471697,3.504043,1,,50.0,False,BMS,773
C01_B02_RT_437,1047,7.0,8.409831034888251e-17,2.0183594483731803e-15,1.00557768924303,BMS_100_AG09,BMS,100,AG09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,729,7.8319006,0.28653294,1,,100.0,False,BMS,729
C01_B02_RT_484,1233,2.0,1.2107316484227e-08,2.05824380231858e-07,1.01127214170692,BMS_50_BG02,BMS,50,BG02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,864,6.326034,0.64882404,1,,50.0,False,BMS,864
C01_B02_RT_668,1413,189.0,0.0,0.0,110.788962698007,BMS_10_BH07,BMS,10,BH07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1016,6.1571126,3.821656,1,,10.0,False,BMS,1016
C01_B02_RT_752,1401,8.0,5.3483075373138905e-09,1.01617843208964e-07,1.01284109149278,BMS_50_BH06,BMS,50,BH06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,961,4.2826552,0.4282655,1,,50.0,False,BMS,961
C02_A01_RT_400,1408,5.0,5.80538631106361e-05,0.0012771849884339,1.00925925925926,BMS_10_AG03,BMS,10,AG03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,909,4.119318,0.35511363,1,,10.0,False,BMS,909
C02_A01_RT_470,1496,30.0,0.0,0.0,25.2815533980583,BMS_10_BG03,BMS,10,BG03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,964,6.951872,7.219251,1,,10.0,False,BMS,964
C02_A01_RT_481,16829,161.0,0.0,0.0,1.62444408375264,BMS_10_BH07,BMS,10,BH07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5569,4.040644,2.7690296,1,,10.0,False,BMS,5569
C02_A01_RT_503,1033,3.0,0.997365283922446,1.0,1.01138519924099,BMS_10_BH07,BMS,10,BH07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,778,3.7754114,0.48402712,1,,10.0,False,BMS,778
C02_A01_RT_606,6516,72.0,0.0063864264719438,0.121342102966934,2.55555555555556,BMS_10_BG11,BMS,10,BG11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3064,11.510129,2.0411296,1,,10.0,False,BMS,3064
C02_B02_RT_424,1191,3.0,2.13621114562949e-25,2.1362111456294902e-24,1.01216216216216,BMS_100_BH05,BMS,100,BH05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,865,3.8623006,0.6717045,1,,100.0,False,BMS,865
C02_B02_RT_435,3381,1.0,0.997599116140939,1.0,inf,BMS_100_BG09,BMS,100,BG09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1917,8.370305,1.5084294,1,,100.0,False,BMS,1917
C02_B02_RT_589,1048,24.0,5.7003864405717e-39,1.19708115252006e-37,22.7252747252747,BMS_10_BG11,BMS,10,BG11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,767,6.29771,4.5801525,1,,10.0,False,BMS,767
C03_A01_RT_447,1054,24.0,0.0,0.0,21.9382716049383,BMS_10_AG11,BMS,10,AG11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,656,11.0056925,6.641366,1,,10.0,False,BMS,656
C03_A01_RT_578,2075,52.0,0.0,0.0,55.2227074235808,BMS_10_AH07,BMS,10,AH07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1069,10.891566,5.9759035,1,,10.0,False,BMS,1069
C03_A01_RT_588,1005,109.0,0.0,0.0,104.93137254902,BMS_10_BH07,BMS,10,BH07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,662,11.542289,4.875622,1,,10.0,False,BMS,662
C03_B02_RT_428,1920,71.0,0.0,0.0,63.8016759776536,BMS_10_AG11,BMS,10,AG11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1198,9.322917,5.0520835,1,,10.0,False,BMS,1198
C03_B02_RT_432,1639,5.0,0.992982189797438,1.0,1.02139800285307,BMS_50_AG02,BMS,50,AG02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1094,4.575961,0.3660769,1,,50.0,False,BMS,1094
C03_B02_RT_468,1169,5.0,4.70640690599073e-08,1.17660172649768e-06,1.0070821529745,BMS_100_BH05,BMS,100,BH05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,845,4.1060734,0.0855432,1,,100.0,False,BMS,845
C03_B02_RT_497,1895,4.0,0.996776348927545,1.0,1.00574712643678,BMS_100_AG09,BMS,100,AG09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1248,1.8997362,0.21108179,1,,100.0,False,BMS,1248
C04_A01_RT_595,1471,8.0,1.0,1.0,inf,BMS_10_BG03,BMS,10,BG03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,952,5.914344,5.574439,1,,10.0,False,BMS,952
C04_B02_RT_433,1251,8.0,5.56911247828898e-10,1.50366036913802e-08,1.00773694390716,BMS_100_AG09,BMS,100,AG09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,873,1.518785,0.3197442,1,,100.0,False,BMS,873
C04_B02_RT_499,1373,3.0,0.0288682061367649,0.433023092051473,1.00872093023256,BMS_50_AG10,BMS,50,AG10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,921,5.608157,0.29133284,1,,50.0,False,BMS,921
C04_B02_RT_533,1102,2.0,1.0,1.0,1.00197238658777,BMS_50_AG02,BMS,50,AG02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,787,8.166969,0.2722323,1,,50.0,False,BMS,787
C04_B02_RT_589,13980,940.0,0.0,0.0,5.54865117729612,BMS_50_AG02,BMS,50,AG02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5131,9.842632,2.811159,1,,50.0,False,BMS,5131
C04_B02_RT_617,1800,3.0,0.999999524059606,1.0,1.00294985250737,BMS_100_BG09,BMS,100,BG09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1122,9.944445,0.3888889,1,,100.0,False,BMS,1122
C04_B02_RT_653,1065,164.0,0.0,0.0,233.005540166205,BMS_10_BG11,BMS,10,BG11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,664,10.610329,7.2300467,1,,10.0,False,BMS,664
C05_A01_RT_402,2575,84.0,0.0,0.0,91.6791443850267,BMS_10_AG11,BMS,10,AG11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1514,10.446602,3.6893203,1,,10.0,False,BMS,1514
C05_A01_RT_530,14184,293.0,0.0,0.0,2.55915338766573,BMS_50_AH06,BMS,50,AH06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5135,6.4509306,1.5510434,1,,50.0,False,BMS,5135
C05_A01_RT_635,1034,1.0,6.9956612035606905e-15,6.29609508320462e-14,inf,BMS_50_AH06,BMS,50,AH06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,781,3.4816248,0.48355898,1,,50.0,False,BMS,781
C05_B02_RT_431,2659,86.0,3.58290080582665e-10,8.24067185340129e-09,44.8566308243728,BMS_10_AG11,BMS,10,AG11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1442,13.313275,5.0394883,1,,10.0,False,BMS,1442
C05_B02_RT_617,2016,4.0,0.998858550310851,1.0,2.05154639175258,BMS_100_BG09,BMS,100,BG09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1263,9.722222,0.29761904,1,,100.0,False,BMS,1263
C05_B02_RT_624,1145,2.0,0.997124272901643,1.0,1.01511335012594,BMS_50_BG10,BMS,50,BG10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,814,3.7554586,0.08733624,1,,50.0,False,BMS,814
C06_A01_RT_631,1931,55.0,0.0,0.0,55.7053231939163,BMS_10_AG11,BMS,10,AG11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1118,13.619886,6.47333,1,,10.0,False,BMS,1118
C06_B02_RT_502,1365,6.0,7.34282895808648e-07,1.17485263329384e-05,1.01517067003793,BMS_10_AG03,BMS,10,AG03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,972,4.6153846,0.51282054,1,,10.0,False,BMS,972
C06_B02_RT_622,1912,70.0,0.0,0.0,76.1975867269985,BMS_10_AG11,BMS,10,AG11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1227,8.002092,4.3410044,1,,10.0,False,BMS,1227
C06_B02_RT_711,1711,5.0,0.0210110411948476,0.294154576727867,1.97477931904161,BMS_100_BG09,BMS,100,BG09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1175,6.54588,0.818235,1,,100.0,False,BMS,1175
C06_B02_RT_752,1247,5.0,1.35696415198929e-07,2.30683905838178e-06,1.01915708812261,BMS_50_BH06,BMS,50,BH06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,894,4.009623,0.32076985,1,,50.0,False,BMS,894
C07_A01_RT_407,1341,66.0,0.0,0.0,20.0263459335624,BMS_10_AG03,BMS,10,AG03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,882,7.4571214,3.2065623,1,,10.0,False,BMS,882
C07_A01_RT_493,1266,109.0,0.0,0.0,235.297833935018,BMS_10_BH07,BMS,10,BH07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,744,15.323854,6.477093,1,,10.0,False,BMS,744
C07_A01_RT_516,1450,23.0,5.91342495989753e-34,5.91342495989753e-33,20.7917383820998,BMS_10_BG03,BMS,10,BG03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,997,11.172414,2.4827585,1,,10.0,False,BMS,997
C07_B02_RT_594,1919,86.0,0.0,0.0,82.5304568527919,BMS_10_AH07,BMS,10,AH07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1139,10.474205,4.4293904,1,,10.0,False,BMS,1139
C07_B02_RT_711,2080,6.0,0.0701380190337008,0.911794247438111,1.95823665893271,BMS_100_BG09,BMS,100,BG09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1360,6.298077,0.1923077,1,,100.0,False,BMS,1360
C07_B02_RT_755,1862,101.0,0.0,0.0,91.6533180778032,BMS_10_AG11,BMS,10,AG11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1046,10.257788,8.163265,1,,10.0,False,BMS,1046
C07_B02_RT_763,2263,48.0,0.0,0.0,21.159383033419,BMS_10_AH07,BMS,10,AH07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1191,14.891737,4.816615,1,,10.0,False,BMS,1191
C08_A01_RT_489,2077,44.0,3.62912858077312e-33,3.26621572269581e-32,37.2190201729107,BMS_10_AG11,BMS,10,AG11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1251,11.314396,6.1627345,1,,10.0,False,BMS,1251
C08_A01_RT_617,1552,3.0,1.0900363027746501e-15,6.54021781664792e-15,1.0082304526749,BMS_10_AG03,BMS,10,AG03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1052,8.762887,0.45103094,1,,10.0,False,BMS,1052
C08_A01_RT_638,1192,37.0,0.0,0.0,33.6362339514979,BMS_10_AG03,BMS,10,AG03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,729,9.228188,5.3691278,1,,10.0,False,BMS,729
C08_B02_RT_393,1349,4.0,0.988569605191129,1.0,1.018779342723,BMS_100_AG09,BMS,100,AG09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,911,4.892513,0.37064493,1,,100.0,False,BMS,911
C08_B02_RT_457,1055,8.0,5.769947419644069e-11,9.23191587143051e-10,1.00742804085422,BMS_100_AG09,BMS,100,AG09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,786,2.748815,0.2843602,1,,100.0,False,BMS,786
C08_B02_RT_526,1927,111.0,1.35026316903462e-21,3.10560528877963e-20,67.8544891640867,BMS_10_AG03,BMS,10,AG03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1179,5.345096,5.345096,1,,10.0,False,BMS,1179
C09_A01_RT_489,11039,1138.0,0.0,0.0,13.4050608645644,BMS_100_AH05,BMS,100,AH05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5308,4.2666907,1.213878,1,,100.0,False,BMS,5308
C09_B02_RT_484,2280,47.0,0.0,0.0,53.7563959955506,BMS_10_AH07,BMS,10,AH07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1412,10.307017,4.254386,1,,10.0,False,BMS,1412
C09_B02_RT_647,1025,215.0,0.0,0.0,42.9451669595782,BMS_10_BH07,BMS,10,BH07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,659,9.463414,7.02439,1,,10.0,False,BMS,659
C09_B02_RT_707,1709,11.0,0.871896966351757,1.0,1.78577476714649,BMS_50_BG10,BMS,50,BG10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1143,2.1650088,0.3510825,1,,50.0,False,BMS,1143
C09_B02_RT_727,7938,79.0,0.0,0.0,1.03239788220448,BMS_10_AH07,BMS,10,AH07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3688,7.583774,2.154195,1,,10.0,False,BMS,3688
C09_B02_RT_743,3732,576.0,0.0,0.0,5.16830929675389,BMS_50_BG10,BMS,50,BG10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1974,12.352626,1.6345123,1,,50.0,False,BMS,1974
