names,scores,logfoldchanges,pvals,pvals_adj,perturbation_label,compound,direction
SF3B6,7.06815,2.0441105,1.5701288679475018e-12,4.9493116640596555e-11,Nutlin,Nutlin-3A,up
KDM4B,7.0675597,1.637635,1.5768202244200055e-12,4.9648812799571234e-11,Nutlin,Nutlin-3A,up
TMEM63B,7.0592217,3.3516283,1.6743780836580678e-12,5.266207118168959e-11,Nutlin,Nutlin-3A,up
SSRP1,7.0564914,2.0785685,1.7075904749394751e-12,5.364711627365282e-11,Nutlin,Nutlin-3A,up
DRAM1,7.0520644,1.2083378,1.7628270736026462e-12,5.5321144642028553e-11,Nutlin,Nutlin-3A,up
CYSTM1,7.0492606,1.2166953,1.7987128926166109e-12,5.638487383956805e-11,Nutlin,Nutlin-3A,up
CRADD,7.048301,0.9463104,1.8111533752267187e-12,5.671211530074558e-11,Nutlin,Nutlin-3A,up
BAIAP2L1,7.046383,0.9800854,1.8362880853635166e-12,5.743568627266151e-11,Nutlin,Nutlin-3A,up
MAGED2,7.0460877,2.2608962,1.8401852128649015e-12,5.7494121898749256e-11,Nutlin,Nutlin-3A,up
SLC39A11,7.043505,0.93169,1.874632981518166e-12,5.850589144301958e-11,Nutlin,Nutlin-3A,up
HNRNPL,7.0422506,1.2612032,1.8915922169816554e-12,5.897023129243801e-11,Nutlin,Nutlin-3A,up
PSME4,7.0415864,1.0372866,1.900631472306166e-12,5.918691721122212e-11,Nutlin,Nutlin-3A,up
NUDC,7.0339866,1.5598254,2.0071465305106227e-12,6.243525618178927e-11,Nutlin,Nutlin-3A,up
SPTAN1,7.025722,1.0031658,2.1296170534330216e-12,6.617224568002737e-11,Nutlin,Nutlin-3A,up
SELENOS,7.024763,1.5266922,2.1442986368231083e-12,6.655545977031024e-11,Nutlin,Nutlin-3A,up
BTG2,7.024025,2.904624,2.155659674859866e-12,6.68348838798456e-11,Nutlin,Nutlin-3A,up
IER5L,7.0197453,3.1856198,2.2227273963600445e-12,6.883896060989174e-11,Nutlin,Nutlin-3A,up
TMEM106B,7.0183434,1.07002,2.2451396920310984e-12,6.945717095281361e-11,Nutlin,Nutlin-3A,up
TRIR,7.018122,2.777272,2.2486986789114576e-12,6.949141021046116e-11,Nutlin,Nutlin-3A,up
UQCRC2,7.0149493,1.0727555,2.300323011461018e-12,7.100931753679993e-11,Nutlin,Nutlin-3A,up
SF3B1,7.0066853,1.0505992,2.4403053740770856e-12,7.524850238367405e-11,Nutlin,Nutlin-3A,up
KMT5B,7.005652,1.1093748,2.458380191128665e-12,7.57234541915262e-11,Nutlin,Nutlin-3A,up
DCAF7,7.0049143,0.8753703,2.4713710969081903e-12,7.604094912506439e-11,Nutlin,Nutlin-3A,up
HNRNPUL1,7.002922,0.9359057,2.5067837755520664e-12,7.704689656355147e-11,Nutlin,Nutlin-3A,up
DOCK8,6.998052,1.5760309,2.595456520470749e-12,7.968585793835329e-11,Nutlin,Nutlin-3A,up
CUEDC1,6.9972405,0.9421547,2.6105314034092235e-12,8.006194687208936e-11,Nutlin,Nutlin-3A,up
HADHB,6.9905996,1.2239851,2.737139842204283e-12,8.385412848474051e-11,Nutlin,Nutlin-3A,up
ITM2C,6.9835896,2.7059667,2.8773144252827573e-12,8.805327881605051e-11,Nutlin,Nutlin-3A,up
AFF4,6.9818187,0.8651397,2.913826390389713e-12,8.907444687256061e-11,Nutlin,Nutlin-3A,up
TGS1,6.978056,1.2544404,2.992929421317745e-12,9.139400209192053e-11,Nutlin,Nutlin-3A,up
SNRNP200,6.975842,1.3098412,3.040440302856841e-12,9.274488407142858e-11,Nutlin,Nutlin-3A,up
MTPN,6.974588,0.9884515,3.06769060592867e-12,9.347550149549103e-11,Nutlin,Nutlin-3A,up
ASCC1,6.9683156,1.1435902,3.2075753924693123e-12,9.763294465284144e-11,Nutlin,Nutlin-3A,up
RNF187,6.965955,3.3767211,3.261842599106274e-12,9.917821413462831e-11,Nutlin,Nutlin-3A,up
G3BP2,6.963372,0.9250709,3.3222283544500474e-12,1.0090600976249245e-10,Nutlin,Nutlin-3A,up
MYADM,6.960642,1.2868389,3.387256592742753e-12,1.0277096073355903e-10,Nutlin,Nutlin-3A,up
EDEM2,6.959978,1.5130402,3.403262025730861e-12,1.0314613827289962e-10,Nutlin,Nutlin-3A,up
NFATC3,6.9572477,0.9012967,3.4698448305806213e-12,1.050517765053351e-10,Nutlin,Nutlin-3A,up
HSPBP1,6.954518,2.0905173,3.5377044067258527e-12,1.0699196102219554e-10,Nutlin,Nutlin-3A,up
PFDN5,6.9519353,2.5678208,3.6030926686025113e-12,1.0885334759366522e-10,Nutlin,Nutlin-3A,up
GNA13,6.9501643,1.4439468,3.6486136991631584e-12,1.1011119809039999e-10,Nutlin,Nutlin-3A,up
YME1L1,6.9483933,0.9027953,3.6946984643477106e-12,1.1138336710923982e-10,Nutlin,Nutlin-3A,up
N4BP2L2,6.9466224,0.9386594,3.741353799158529e-12,1.1260926328973997e-10,Nutlin,Nutlin-3A,up
SELENOF,6.9465485,1.2231647,3.743310255449751e-12,1.1260926328973997e-10,Nutlin,Nutlin-3A,up
SCPEP1,6.9432282,1.5645509,3.832396652112967e-12,1.1516697383624312e-10,Nutlin,Nutlin-3A,up
PEPD,6.941015,1.3413278,3.8929389521803414e-12,1.1686239833356624e-10,Nutlin,Nutlin-3A,up
HDGF,6.937768,1.4420516,3.983433967062827e-12,1.1945243572341417e-10,Nutlin,Nutlin-3A,up
CNNM2,6.934669,1.0230359,4.071737975633925e-12,1.2197136443289024e-10,Nutlin,Nutlin-3A,up
SSB,6.933931,1.4908977,4.093043965800702e-12,1.2248012661336886e-10,Nutlin,Nutlin-3A,up
NEMF,6.931127,0.8419125,4.175008120206474e-12,1.2480103387174163e-10,Nutlin,Nutlin-3A,up
CALM1,6.9198375,0.8614635,4.521616032438794e-12,1.350195522942577e-10,Nutlin,Nutlin-3A,up
TRIM16,6.91755,1.7248966,4.5952049462878405e-12,1.370725450188472e-10,Nutlin,Nutlin-3A,up
HSDL2,6.905818,1.0843054,4.991493800517231e-12,1.4873706763307812e-10,Nutlin,Nutlin-3A,up
GADD45A,6.9017596,1.9879005,5.1362244359266345e-12,1.5288900006858087e-10,Nutlin,Nutlin-3A,up
GABPB1-AS1,6.8952665,0.8689703,5.376391977683811e-12,1.598700900982202e-10,Nutlin,Nutlin-3A,up
ENSA,6.8939385,1.742763,5.426856159156413e-12,1.612015197465141e-10,Nutlin,Nutlin-3A,up
OCIAD2,6.892315,1.9622629,5.489165401607052e-12,1.628816430897808e-10,Nutlin,Nutlin-3A,up
FAM192A,6.891946,1.4852546,5.503424088383003e-12,1.631339244943489e-10,Nutlin,Nutlin-3A,up
U2AF2,6.888921,2.6606855,5.621722834008057e-12,1.664664385267715e-10,Nutlin,Nutlin-3A,up
PVT1,6.8865595,0.7830822,5.715781997484971e-12,1.6907497937863164e-10,Nutlin,Nutlin-3A,up
MID1IP1,6.884272,2.7828312,5.808371990200833e-12,1.7163466679698772e-10,Nutlin,Nutlin-3A,up
VPS25,6.881173,2.501482,5.936165060900962e-12,1.7522817239147029e-10,Nutlin,Nutlin-3A,up
PSMF1,6.8807306,0.9066062,5.954644726849552e-12,1.7559076198695384e-10,Nutlin,Nutlin-3A,up
CIB1,6.8761554,2.7596052,6.148933477205433e-12,1.811314728451638e-10,Nutlin,Nutlin-3A,up
VDAC1,6.8752704,1.4673519,6.187248962845847e-12,1.8207088381009925e-10,Nutlin,Nutlin-3A,up
TMED3,6.871138,1.005286,6.3691707702562525e-12,1.8722983536049966e-10,Nutlin,Nutlin-3A,up
ARPC3,6.867596,1.7511725,6.529268141962219e-12,1.9173720270147703e-10,Nutlin,Nutlin-3A,up
WARS,6.865604,1.819435,6.621049150544358e-12,1.9423114992559626e-10,Nutlin,Nutlin-3A,up
VOPP1,6.8620625,0.93908054,6.787347291082157e-12,1.989036685984345e-10,Nutlin,Nutlin-3A,up
POLR2A,6.859332,0.8764645,6.9183226328422415e-12,2.0253246567095395e-10,Nutlin,Nutlin-3A,up
POMP,6.855643,1.6920586,7.099258363351344e-12,2.0761484365392195e-10,Nutlin,Nutlin-3A,up
NRDC,6.8536506,0.8682713,7.198883450959935e-12,2.103112981786625e-10,Nutlin,Nutlin-3A,up
FOXK1,6.8512893,1.2984205,7.318732666817507e-12,2.135924266861735e-10,Nutlin,Nutlin-3A,up
TMEM87A,6.8488545,1.2084415,7.444374676480694e-12,2.1703568887048341e-10,Nutlin,Nutlin-3A,up
CTPS1,6.8446484,1.2523812,7.666389127969813e-12,2.2327865889867269e-10,Nutlin,Nutlin-3A,up
HNRNPM,6.8434677,1.2391834,7.729866598496466e-12,2.2489626249301112e-10,Nutlin,Nutlin-3A,up
C11orf58,6.8428774,1.5195731,7.76179817967131e-12,2.2559367878515442e-10,Nutlin,Nutlin-3A,up
MRPL13,6.8397045,1.5988196,7.935657559400225e-12,2.3017468159496783e-10,Nutlin,Nutlin-3A,up
MFGE8,6.8397045,1.2079966,7.935657559400225e-12,2.3017468159496783e-10,Nutlin,Nutlin-3A,up
SEPHS2,6.838598,2.2052412,7.997199378081e-12,2.314858385863732e-10,Nutlin,Nutlin-3A,up
CNIH4,6.838598,1.9955007,7.997199378081e-12,2.314858385863732e-10,Nutlin,Nutlin-3A,up
SLC38A2,6.834171,1.0595205,8.24807732145726e-12,2.385040970769957e-10,Nutlin,Nutlin-3A,up
POLH,6.8301864,2.0123706,8.480450124512592e-12,2.449734919759815e-10,Nutlin,Nutlin-3A,up
NDUFC2,6.829596,2.1274703,8.515416827446892e-12,2.4573307745029533e-10,Nutlin,Nutlin-3A,up
PPP2R1A,6.822734,1.2853007,8.932416726312689e-12,2.5750439999008034e-10,Nutlin,Nutlin-3A,up
NACA,6.8165355,1.6285025,9.326216008095185e-12,2.685836475989851e-10,Nutlin,Nutlin-3A,up
PSME3,6.8154287,2.4178898,9.398305337726038e-12,2.703849509243456e-10,Nutlin,Nutlin-3A,up
SEPT2,6.8084927,0.8630443,9.862656476376063e-12,2.834563481009583e-10,Nutlin,Nutlin-3A,up
PSMD1,6.8078284,0.86829907,9.908277066847459e-12,2.844789822900945e-10,Nutlin,Nutlin-3A,up
SERINC1,6.804287,1.2259533,1.0155100530538003e-11,2.9127048465018817e-10,Nutlin,Nutlin-3A,up
MTHFD2,6.794473,1.3053019,1.0870904317317251e-11,3.1148603290610337e-10,Nutlin,Nutlin-3A,up
PGRMC1,6.7935877,1.1184112,1.0937867506287052e-11,3.130881711042045e-10,Nutlin,Nutlin-3A,up
NOTCH3,6.792481,2.2594473,1.1022139926834709e-11,3.151820396030696e-10,Nutlin,Nutlin-3A,up
INF2,6.7870946,1.707559,1.1441430997177392e-11,3.268420076592872e-10,Nutlin,Nutlin-3A,up
ETV6,6.7865043,0.87954295,1.1488319832823628e-11,3.278509641717583e-10,Nutlin,Nutlin-3A,up
ARPP19,6.772042,1.2579372,1.2697738361283078e-11,3.620005127585914e-10,Nutlin,Nutlin-3A,up
NFIC,6.7634087,1.0570297,1.3478226787807289e-11,3.8347991035430014e-10,Nutlin,Nutlin-3A,up
LRP1,6.762597,2.1656787,1.3553977813030764e-11,3.852483683707781e-10,Nutlin,Nutlin-3A,up
TRIB3,6.7615643,2.5530508,1.3650991508507609e-11,3.876170314309505e-10,Nutlin,Nutlin-3A,up
INTS1,6.7614164,1.946551,1.3664906009423527e-11,3.8762373022526917e-10,Nutlin,Nutlin-3A,up
SHKBP1,6.759055,2.0872383,1.388943645237557e-11,3.935988501874189e-10,Nutlin,Nutlin-3A,up
DNAJB1,6.7586865,2.0170028,1.3924844190886254e-11,3.9420802665467997e-10,Nutlin,Nutlin-3A,up
PLS3,6.7581697,0.84400755,1.3974563585422351e-11,3.952207414008968e-10,Nutlin,Nutlin-3A,up
DUSP14,6.7454786,3.6299374,1.52523553520263e-11,4.3092846058396934e-10,Nutlin,Nutlin-3A,up
EIF2AK4,6.7437077,1.3113217,1.5439513115130934e-11,4.353481817478412e-10,Nutlin,Nutlin-3A,up
ERN1,6.7437077,1.5064547,1.5439513115130934e-11,4.353481817478412e-10,Nutlin,Nutlin-3A,up
CCT6A,6.740756,0.9305675,1.57564524371807e-11,4.438432894282571e-10,Nutlin,Nutlin-3A,up
SUPT6H,6.738026,0.9944754,1.6055288699468464e-11,4.5181208655962e-10,Nutlin,Nutlin-3A,up
EXT2,6.737436,0.8279264,1.6120628001511956e-11,4.532007503044105e-10,Nutlin,Nutlin-3A,up
NDUFB2,6.7371407,1.536241,1.615339523090267e-11,4.5367186724808705e-10,Nutlin,Nutlin-3A,up
RHBDF2,6.7361073,2.853026,1.626859498377274e-11,4.5645489569321975e-10,Nutlin,Nutlin-3A,up
DDRGK1,6.7332296,2.2316856,1.6593767503103037e-11,4.651178867486982e-10,Nutlin,Nutlin-3A,up
VPS41,6.730426,0.8424462,1.691672071475653e-11,4.737016122675598e-10,Nutlin,Nutlin-3A,up
ACTB,6.726884,0.91718566,1.733347007086843e-11,4.84892275289506e-10,Nutlin,Nutlin-3A,up
RBM3,6.7226043,1.3813072,1.7850470566406986e-11,4.988625590836698e-10,Nutlin,Nutlin-3A,up
PDIA3,6.7222357,0.9138258,1.789574003572382e-11,4.996349567806322e-10,Nutlin,Nutlin-3A,up
SLC52A2,6.720834,2.6859848,1.8068791533230562e-11,5.039698961305981e-10,Nutlin,Nutlin-3A,up
COMT,6.7204647,2.0283437,1.8114603070099218e-11,5.047508572276024e-10,Nutlin,Nutlin-3A,up
AAK1,6.7152996,0.8481614,1.876803242996535e-11,5.224445019649883e-10,Nutlin,Nutlin-3A,up
IER5,6.7128644,2.51232,1.908402844205441e-11,5.307195269783493e-10,Nutlin,Nutlin-3A,up
SNRPB2,6.7121267,2.24043,1.9180809119696076e-11,5.328880086607328e-10,Nutlin,Nutlin-3A,up
PUF60,6.7096915,2.7796733,1.9503607307585006e-11,5.407957180844852e-10,Nutlin,Nutlin-3A,up
HSD17B12,6.7096915,1.0048597,1.9503607307585006e-11,5.407957180844852e-10,Nutlin,Nutlin-3A,up
IRF2BP2,6.7069616,1.2443346,1.9871859643235208e-11,5.504679946920815e-10,Nutlin,Nutlin-3A,up
FZD6,6.7015753,1.1541053,2.0618486494060967e-11,5.70592451434277e-10,Nutlin,Nutlin-3A,up
SUPT4H1,6.701206,2.0361726,2.0670618540826278e-11,5.714770616682293e-10,Nutlin,Nutlin-3A,up
EMC3,6.695967,1.4744071,2.1424969660710732e-11,5.91178958369251e-10,Nutlin,Nutlin-3A,up
TMEM68,6.692868,1.929045,2.1883823902873813e-11,6.023851426016887e-10,Nutlin,Nutlin-3A,up
TMEM214,6.6927943,3.2821977,2.1894865441447502e-11,6.023851426016887e-10,Nutlin,Nutlin-3A,up
ZFYVE16,6.6917615,0.8296784,2.2050020865120343e-11,6.0606546195517e-10,Nutlin,Nutlin-3A,up
CSNK2A1,6.6914663,0.8169098,2.2094548348877505e-11,6.067008828590027e-10,Nutlin,Nutlin-3A,up
RAB6A,6.6899166,0.8832644,2.232976580350389e-11,6.125662181410391e-10,Nutlin,Nutlin-3A,up
PIGT,6.6830544,1.9773654,2.340125014226796e-11,6.413390972259086e-10,Nutlin,Nutlin-3A,up
ERH,6.6799555,1.3892242,2.3901492440675955e-11,6.544159350568844e-10,Nutlin,Nutlin-3A,up
SLC27A2,6.6782584,0.9461459,2.417985512402412e-11,6.613983923789533e-10,Nutlin,Nutlin-3A,up
SF3B5,6.6732407,3.0866065,2.5021532757347634e-11,6.837610369119743e-10,Nutlin,Nutlin-3A,up
SOS2,6.6697726,0.9390089,2.5619973621712575e-11,6.994400891060607e-10,Nutlin,Nutlin-3A,up
EHD1,6.669035,2.7280388,2.5749097459121882e-11,7.02288665829255e-10,Nutlin,Nutlin-3A,up
SPR,6.6665263,2.2488327,2.619290145524609e-11,7.137061936911189e-10,Nutlin,Nutlin-3A,up
UBL5,6.66387,2.1272426,2.6670972501855272e-11,7.260346001513685e-10,Nutlin,Nutlin-3A,up
NDUFV1,6.6567864,2.2321677,2.7987975331118757e-11,7.611547456173159e-10,Nutlin,Nutlin-3A,up
NOP56,6.655679,1.3716908,2.8199426552606915e-11,7.661700380132068e-10,Nutlin,Nutlin-3A,up
C5,6.649186,0.8538614,2.9471802769789855e-11,7.999731292052729e-10,Nutlin,Nutlin-3A,up
IQGAP1,6.6469727,1.0062187,2.9918279101789635e-11,8.113150174033632e-10,Nutlin,Nutlin-3A,up
USP22,6.6467514,1.1939678,2.9963289151331987e-11,8.1175878391056e-10,Nutlin,Nutlin-3A,up
UBLCP1,6.645718,1.1886994,3.017421387651067e-11,8.166923331734091e-10,Nutlin,Nutlin-3A,up
ARPC4,6.645128,2.4069686,3.02953940390148e-11,8.191897674404593e-10,Nutlin,Nutlin-3A,up
TAF3,6.640627,0.87667185,3.1235187588517855e-11,8.437967072291887e-10,Nutlin,Nutlin-3A,up
SLC16A4,6.6396675,1.2693902,3.143912907703171e-11,8.484971807475472e-10,Nutlin,Nutlin-3A,up
UBE2D3,6.637085,0.9719988,3.199470183251084e-11,8.626697055468051e-10,Nutlin,Nutlin-3A,up
NACC2,6.6363473,1.9569149,3.215519403314955e-11,8.66172897824517e-10,Nutlin,Nutlin-3A,up
ACTA2,6.6337647,4.6470823,3.272314567270112e-11,8.797993378301749e-10,Nutlin,Nutlin-3A,up
SDF2,6.631256,2.080171,3.328426601727695e-11,8.940374695711793e-10,Nutlin,Nutlin-3A,up
TCP11L1,6.628452,0.9698431,3.3922546938791324e-11,9.099126583369474e-10,Nutlin,Nutlin-3A,up
SDC4,6.6283784,2.1838162,3.393950454732703e-11,9.099126583369474e-10,Nutlin,Nutlin-3A,up
TEX9,6.6269026,0.9915878,3.4280404125338915e-11,9.18183451894002e-10,Nutlin,Nutlin-3A,up
PPIG,6.624984,0.9112665,3.4728586957079244e-11,9.293094402169137e-10,Nutlin,Nutlin-3A,up
EML2,6.6243935,1.9590921,3.4867639376853876e-11,9.32150155340835e-10,Nutlin,Nutlin-3A,up
RAB11FIP3,6.6183434,1.4701564,3.632471204439323e-11,9.70188209155528e-10,Nutlin,Nutlin-3A,up
SERPINH1,6.616941,2.700861,3.6670736177707366e-11,9.785078359735136e-10,Nutlin,Nutlin-3A,up
SCAP,6.613473,1.5951797,3.7540608039003727e-11,1.0007768114856892e-09,Nutlin,Nutlin-3A,up
ECHS1,6.611776,1.9622273,3.7973616388367837e-11,1.011368741742075e-09,Nutlin,Nutlin-3A,up
DGKA,6.608751,4.336881,3.8757653922233565e-11,1.0312811238011782e-09,Nutlin,Nutlin-3A,up
TARS,6.607644,1.1310321,3.9048436510919465e-11,1.0380437090491892e-09,Nutlin,Nutlin-3A,up
APAF1,6.6032166,1.3071805,4.0233064482507387e-11,1.0685328784491981e-09,Nutlin,Nutlin-3A,up
COPB2,6.6030693,1.3416826,4.027315174193685e-11,1.0685960431301558e-09,Nutlin,Nutlin-3A,up
SEC61G,6.6022577,2.0568523,4.0494331255431034e-11,1.0734596437010333e-09,Nutlin,Nutlin-3A,up
HIP1,6.6012244,0.85963666,4.0777552084020977e-11,1.0799572625766228e-09,Nutlin,Nutlin-3A,up
CNIH1,6.600782,1.400088,4.089952493268872e-11,1.0821762255299094e-09,Nutlin,Nutlin-3A,up
FBXW4,6.600634,1.0708144,4.094026182410866e-11,1.0822436003466336e-09,Nutlin,Nutlin-3A,up
DOCK3,6.5998225,0.92472374,4.1165025387980907e-11,1.0866994552792096e-09,Nutlin,Nutlin-3A,up
MYO1C,6.5997486,1.5265938,4.1185518207702415e-11,1.0866994552792096e-09,Nutlin,Nutlin-3A,up
SUCLG1,6.593403,1.5413972,4.298575169721073e-11,1.1331444014842398e-09,Nutlin,Nutlin-3A,up
MESD,6.5930343,1.6642184,4.3092752072599454e-11,1.1349093013320848e-09,Nutlin,Nutlin-3A,up
IP6K2,6.5928125,1.609041,4.315707733914485e-11,1.1355480572299784e-09,Nutlin,Nutlin-3A,up
BTBD10,6.590525,0.94016695,4.382729722482701e-11,1.1521131250066305e-09,Nutlin,Nutlin-3A,up
GCN1,6.5847697,1.21817,4.55590275888413e-11,1.1965261573795965e-09,Nutlin,Nutlin-3A,up
BRMS1,6.58418,2.7340574,4.574038102168208e-11,1.2001767753633582e-09,Nutlin,Nutlin-3A,up
CRK,6.581892,1.0754155,4.644982044376205e-11,1.2176642106709798e-09,Nutlin,Nutlin-3A,up
COPA,6.5799737,0.8839727,4.705312563562674e-11,1.2323396250114517e-09,Nutlin,Nutlin-3A,up
KDM5B,6.5793834,0.91342205,4.724029549448689e-11,1.2360992555150225e-09,Nutlin,Nutlin-3A,up
RAB7A,6.5766535,0.81505966,4.811547385744109e-11,1.2578379134429572e-09,Nutlin,Nutlin-3A,up
CTNNB1,6.576063,0.8214091,4.830677681774699e-11,1.2616750612546676e-09,Nutlin,Nutlin-3A,up
TRIM16L,6.5751038,1.2026615,4.861923230207973e-11,1.2686664870868649e-09,Nutlin,Nutlin-3A,up
AIFM1,6.5695696,1.8817352,5.0460843743833514e-11,1.3155100184109974e-09,Nutlin,Nutlin-3A,up
ITPKC,6.5680943,2.8083375,5.096335577446071e-11,1.3273893161182608e-09,Nutlin,Nutlin-3A,up
ZNF281,6.5663967,1.0437291,5.1547298236669844e-11,1.3413657827646925e-09,Nutlin,Nutlin-3A,up
SRP68,6.5641093,1.932111,5.2344717988943736e-11,1.360866622358429e-09,Nutlin,Nutlin-3A,up
PTTG1IP,6.557616,2.078036,5.467468536728079e-11,1.4201386195582062e-09,Nutlin,Nutlin-3A,up
TMX2,6.555993,2.4299831,5.527284856500921e-11,1.4343607899590029e-09,Nutlin,Nutlin-3A,up
SERP1,6.5557714,1.186095,5.535491065132882e-11,1.435176082376355e-09,Nutlin,Nutlin-3A,up
RNF10,6.555255,1.2588524,5.5546852601849554e-11,1.4388361142881287e-09,Nutlin,Nutlin-3A,up
PHACTR4,6.5543694,0.80706406,5.587741168688989e-11,1.446076796696882e-09,Nutlin,Nutlin-3A,up
CUL1,6.5534105,1.1066669,5.6237688875553496e-11,1.4540726526965649e-09,Nutlin,Nutlin-3A,up
BCAT2,6.553189,2.4095829,5.6321151897558e-11,1.4549031927739278e-09,Nutlin,Nutlin-3A,up
CMTM6,6.55282,2.3271165,5.646052626651922e-11,1.4571752216216956e-09,Nutlin,Nutlin-3A,up
FNBP1,6.5457363,1.1033598,5.92028816392673e-11,1.5265616559541007e-09,Nutlin,Nutlin-3A,up
PTBP3,6.543523,0.8777886,6.008628043097924e-11,1.547931831684627e-09,Nutlin,Nutlin-3A,up
MYL12B,6.542416,1.4253716,6.053280179147677e-11,1.5580186531942497e-09,Nutlin,Nutlin-3A,up
IDH3B,6.5365868,2.8996336,6.293857560281916e-11,1.6184694695396455e-09,Nutlin,Nutlin-3A,up
AC007388.1,6.535849,0.8746885,6.32496938948636e-11,1.6249953087875295e-09,Nutlin,Nutlin-3A,up
SYAP1,6.535554,1.1064239,6.337456194295176e-11,1.6267285655247892e-09,Nutlin,Nutlin-3A,up
WNT7B,6.53275,3.092396,6.457289762711773e-11,1.6544907531259153e-09,Nutlin,Nutlin-3A,up
ZNF33A,6.5311265,0.99291825,6.52767705319421e-11,1.671014564890854e-09,Nutlin,Nutlin-3A,up
EIF3B,6.5291343,1.1636174,6.615087617992393e-11,1.6918623909627118e-09,Nutlin,Nutlin-3A,up
C19orf33,6.525593,2.5432663,6.773319305085842e-11,1.730769363999302e-09,Nutlin,Nutlin-3A,up
MAF1,6.525445,2.928964,6.779992001175334e-11,1.730913633597357e-09,Nutlin,Nutlin-3A,up
GLB1,6.52515,0.9337357,6.793356685879549e-11,1.7327645523353256e-09,Nutlin,Nutlin-3A,up
NTN1,6.524412,3.1112094,6.826881220011572e-11,1.73974964040187e-09,Nutlin,Nutlin-3A,up
NCL,6.520649,0.90715593,7.000389130593905e-11,1.7816395668204451e-09,Nutlin,Nutlin-3A,up
WBP2,6.520575,2.5395663,7.003833994770188e-11,1.7816395668204451e-09,Nutlin,Nutlin-3A,up
XIAP,6.5180664,0.80153394,7.121950911355216e-11,1.8100613894707095e-09,Nutlin,Nutlin-3A,up
AK3,6.5176234,0.99836594,7.142996334570931e-11,1.8137834240956188e-09,Nutlin,Nutlin-3A,up
CCND3,6.5169597,1.0664313,7.17467854987285e-11,1.8201973209158174e-09,Nutlin,Nutlin-3A,up
PRKRIP1,6.5145245,0.989875,7.292026740271484e-11,1.848313539944663e-09,Nutlin,Nutlin-3A,up
CBR1,6.514377,1.6931385,7.299198762857476e-11,1.8484780566743086e-09,Nutlin,Nutlin-3A,up
MAGT1,6.513565,0.94881773,7.338768365835974e-11,1.8568394459916054e-09,Nutlin,Nutlin-3A,up
TP53I11,6.5131965,2.9536166,7.356823822848502e-11,1.8597473103646817e-09,Nutlin,Nutlin-3A,up
SAMD4B,6.5103188,0.8465402,7.499155163606413e-11,1.894037959235994e-09,Nutlin,Nutlin-3A,up
EPN1,6.5065556,2.0491414,7.689349831218243e-11,1.9403454631973515e-09,Nutlin,Nutlin-3A,up
POLR1A,6.5061126,1.0335561,7.712033437979257e-11,1.9443381100129553e-09,Nutlin,Nutlin-3A,up
YIPF6,6.5055223,1.48685,7.742380062271033e-11,1.9502539218189913e-09,Nutlin,Nutlin-3A,up
SEM1,6.5048585,1.1282756,7.77665960228852e-11,1.957149021400107e-09,Nutlin,Nutlin-3A,up
RNF181,6.500136,2.5516796,8.024742051550217e-11,2.017791839013576e-09,Nutlin,Nutlin-3A,up
CFLAR,6.4963727,1.0950131,8.227958005292055e-11,2.0670556201592753e-09,Nutlin,Nutlin-3A,up
NDUFA12,6.4962254,1.9106044,8.236028953755227e-11,2.067250562369492e-09,Nutlin,Nutlin-3A,up
SPPL3,6.488847,0.78736,8.649598950578721e-11,2.167217816635719e-09,Nutlin,Nutlin-3A,up
PRAG1,6.487371,0.7885292,8.734716514267003e-11,2.184681346701662e-09,Nutlin,Nutlin-3A,up
BNIP3L,6.481099,1.3242822,9.105694322735411e-11,2.2754600151470554e-09,Nutlin,Nutlin-3A,up
STAT6,6.4783688,2.0147045,9.27195050975203e-11,2.314965053263022e-09,Nutlin,Nutlin-3A,up
RTCB,6.476598,1.695783,9.381375424699363e-11,2.3402237393057263e-09,Nutlin,Nutlin-3A,up
IKBKB,6.4733515,2.0243847,9.585276380940246e-11,2.388984714890806e-09,Nutlin,Nutlin-3A,up
POLR1D,6.4729824,1.4247327,9.608719303536514e-11,2.3927230898384685e-09,Nutlin,Nutlin-3A,up
NSD3,6.470695,0.76902443,9.75532156215219e-11,2.4270965972631147e-09,Nutlin,Nutlin-3A,up
YY1,6.4684076,0.88552815,9.904109830612741e-11,2.461953196314946e-09,Nutlin,Nutlin-3A,up
CAPZB,6.4678173,0.97282267,9.942865536093139e-11,2.4694208901122467e-09,Nutlin,Nutlin-3A,up
RETREG3,6.4652348,1.6192994,1.0114172176370229e-10,2.5097671728019222e-09,Nutlin,Nutlin-3A,up
SH3BGRL,6.460586,1.1888485,1.0429824339814464e-10,2.5858299399970454e-09,Nutlin,Nutlin-3A,up
HNRNPAB,6.451584,1.4138728,1.1068703890488613e-10,2.741826318607223e-09,Nutlin,Nutlin-3A,up
TUBB,6.45033,1.2977046,1.1160711249223608e-10,2.762202929087324e-09,Nutlin,Nutlin-3A,up
PDLIM1,6.447083,1.3801808,1.1402333466451541e-10,2.8195403645052685e-09,Nutlin,Nutlin-3A,up
HNRNPF,6.4466405,1.0284575,1.1435675599726991e-10,2.8253197484312423e-09,Nutlin,Nutlin-3A,up
CALM3,6.4430985,2.0651655,1.1705865774712434e-10,2.8895542188484405e-09,Nutlin,Nutlin-3A,up
NCEH1,6.4414015,0.8573353,1.183753349728918e-10,2.919512830689128e-09,Nutlin,Nutlin-3A,up
