cell_id,UMAP_1,UMAP_2,leiden,treatment_group,perturbation,dose_value,percent_mito,ngenes,cell_line,disease
A04_B02_RT_688,12.687069,5.9702816,2,SAHA,SAHA,100.0,3.676064,2166,A549,lung adenocarcinoma
H08_B02_RT_757,9.588253,6.4098716,2,SAHA,SAHA,10.0,3.6949685,905,A549,lung adenocarcinoma
D06_B02_RT_475,12.053666,5.42003,2,SAHA,SAHA,100.0,2.425249,1808,A549,lung adenocarcinoma
G03_B02_RT_716,2.582148,8.459291,1,SAHA,SAHA,10.0,7.7473183,1123,A549,lung adenocarcinoma
B12_B02_RT_425,11.435388,3.5017638,4,SAHA,SAHA,50.0,1.6642754,2145,A549,lung adenocarcinoma
H03_B02_RT_596,12.016563,4.002185,4,SAHA,SAHA,50.0,4.922673,5473,A549,lung adenocarcinoma
A09_B02_RT_433,-0.5549666,8.304318,1,SAHA,SAHA,50.0,1.6,756,A549,lung adenocarcinoma
B01_B02_RT_651,12.478612,5.217225,2,SAHA,SAHA,100.0,2.6635785,1969,A549,lung adenocarcinoma
B04_B02_RT_692,11.407785,7.903201,2,SAHA,SAHA,50.0,2.5132275,2498,A549,lung adenocarcinoma
D11_B02_RT_548,12.269106,6.178546,2,SAHA,SAHA,100.0,3.1118717,3143,A549,lung adenocarcinoma
A03_B02_RT_604,-1.2298667,8.207722,1,SAHA,SAHA,50.0,1.5640274,753,A549,lung adenocarcinoma
H08_A01_RT_598,12.789623,5.4515457,2,SAHA,SAHA,100.0,7.6447444,2056,A549,lung adenocarcinoma
H11_B02_RT_711,1.8657771,7.50769,1,SAHA,SAHA,100.0,6.3956637,1227,A549,lung adenocarcinoma
G09_B02_RT_746,12.580495,4.969829,4,SAHA,SAHA,100.0,3.5084686,4715,A549,lung adenocarcinoma
C12_A01_RT_604,9.298358,3.0225782,4,SAHA,SAHA,50.0,2.8764582,3942,A549,lung adenocarcinoma
G10_B02_RT_476,10.229519,4.4665613,4,SAHA,SAHA,10.0,3.1532156,3432,A549,lung adenocarcinoma
C11_B02_RT_676,11.256691,3.5003204,4,SAHA,SAHA,50.0,2.245197,4975,A549,lung adenocarcinoma
H03_B02_RT_428,1.1986581,7.797496,1,SAHA,SAHA,50.0,3.7878788,755,A549,lung adenocarcinoma
H04_A01_RT_401,9.82083,5.6398087,4,SAHA,SAHA,10.0,3.254258,3135,A549,lung adenocarcinoma
E02_A01_RT_723,12.041774,6.6622295,2,SAHA,SAHA,50.0,2.1493213,2556,A549,lung adenocarcinoma
C03_A01_RT_732,10.429459,5.2692466,4,SAHA,SAHA,10.0,2.628086,2135,A549,lung adenocarcinoma
E10_A01_RT_640,10.828708,6.149099,2,SAHA,SAHA,50.0,2.1794221,1396,A549,lung adenocarcinoma
F11_A01_RT_424,1.1512982,8.966538,1,SAHA,SAHA,100.0,3.884462,1349,A549,lung adenocarcinoma
A08_B02_RT_460,11.892043,3.1717322,4,SAHA,SAHA,100.0,3.7884529,3406,A549,lung adenocarcinoma
B03_B02_RT_429,12.146504,6.4871573,2,SAHA,SAHA,50.0,7.3211083,3380,A549,lung adenocarcinoma
G10_B02_RT_635,9.5081625,3.189389,4,SAHA,SAHA,50.0,3.370634,5534,A549,lung adenocarcinoma
E07_B02_RT_577,11.690086,4.50747,4,SAHA,SAHA,50.0,1.6853932,2398,A549,lung adenocarcinoma
H02_B02_RT_690,11.947984,2.8932183,4,SAHA,SAHA,100.0,3.8727524,2474,A549,lung adenocarcinoma
A03_B02_RT_494,9.023354,7.4933033,2,SAHA,SAHA,10.0,6.3925753,4561,A549,lung adenocarcinoma
F10_A01_RT_485,11.0092125,7.926459,2,SAHA,SAHA,10.0,6.7267065,3977,A549,lung adenocarcinoma
F02_B02_RT_731,8.52202,6.7067647,2,SAHA,SAHA,10.0,6.3079777,1602,A549,lung adenocarcinoma
E12_A01_RT_706,9.412775,3.7444565,4,SAHA,SAHA,50.0,11.289199,3840,A549,lung adenocarcinoma
B11_B02_RT_701,-1.4628718,7.4803185,1,SAHA,SAHA,50.0,3.512195,741,A549,lung adenocarcinoma
C01_A01_RT_401,11.696772,4.156518,4,SAHA,SAHA,50.0,4.407051,3274,A549,lung adenocarcinoma
B06_A01_RT_542,11.389066,4.694741,4,SAHA,SAHA,50.0,2.9511697,4384,A549,lung adenocarcinoma
A04_A01_RT_729,11.169181,6.4429636,2,SAHA,SAHA,50.0,6.231095,3242,A549,lung adenocarcinoma
F11_A01_RT_470,12.032254,6.098149,2,SAHA,SAHA,100.0,2.9190753,3234,A549,lung adenocarcinoma
D11_B02_RT_387,9.332864,3.1061049,4,SAHA,SAHA,100.0,5.110401,3624,A549,lung adenocarcinoma
B11_B02_RT_427,11.794105,5.7816596,2,SAHA,SAHA,50.0,1.5491235,1584,A549,lung adenocarcinoma
C01_B02_RT_432,0.61794984,6.963509,1,SAHA,SAHA,100.0,4.94368,1078,A549,lung adenocarcinoma
B09_A01_RT_421,-0.37210873,8.60697,1,SAHA,SAHA,100.0,1.4834206,856,A549,lung adenocarcinoma
C05_B02_RT_667,-0.16063361,7.9944234,1,SAHA,SAHA,10.0,3.8562665,816,A549,lung adenocarcinoma
D04_A01_RT_517,9.195026,5.367606,2,SAHA,SAHA,10.0,8.442409,5869,A549,lung adenocarcinoma
B07_B02_RT_484,1.4318907,7.6785474,1,SAHA,SAHA,50.0,5.1831994,792,A549,lung adenocarcinoma
G11_B02_RT_711,2.0385783,9.449048,1,SAHA,SAHA,10.0,6.0824327,1528,A549,lung adenocarcinoma
D07_B02_RT_481,9.805528,5.378939,2,SAHA,SAHA,10.0,2.4910047,2007,A549,lung adenocarcinoma
G07_A01_RT_433,8.402347,7.0653152,2,SAHA,SAHA,10.0,2.4440978,4579,A549,lung adenocarcinoma
A03_B02_RT_615,8.950323,3.1314468,4,SAHA,SAHA,50.0,14.573318,1799,A549,lung adenocarcinoma
C02_A01_RT_613,12.124788,6.1891775,2,SAHA,SAHA,100.0,4.7538915,3493,A549,lung adenocarcinoma
C08_B02_RT_576,7.00273,-1.0068606,0,SAHA,SAHA,50.0,7.6154804,1067,A549,lung adenocarcinoma
D12_A01_RT_651,11.526361,4.3215914,4,SAHA,SAHA,50.0,2.3395722,1087,A549,lung adenocarcinoma
F11_A01_RT_707,1.5288244,5.984554,1,SAHA,SAHA,100.0,3.5532994,899,A549,lung adenocarcinoma
G02_B02_RT_664,3.3047042,-0.45089737,3,SAHA,SAHA,50.0,15.199416,2055,A549,lung adenocarcinoma
C11_B02_RT_571,0.38462487,8.172482,1,SAHA,SAHA,50.0,3.4542315,849,A549,lung adenocarcinoma
H10_B02_RT_602,10.991127,7.9034905,2,SAHA,SAHA,100.0,3.6199095,3816,A549,lung adenocarcinoma
B12_B02_RT_766,9.754444,4.1059475,4,SAHA,SAHA,50.0,5.7538915,5073,A549,lung adenocarcinoma
D09_A01_RT_497,9.313822,6.1561494,2,SAHA,SAHA,10.0,1.1448983,4549,A549,lung adenocarcinoma
E04_A01_RT_479,8.629889,3.3648725,4,SAHA,SAHA,100.0,10.518301,5882,A549,lung adenocarcinoma
C08_B02_RT_531,11.670381,7.1825433,2,SAHA,SAHA,100.0,2.0334928,2674,A549,lung adenocarcinoma
E08_A01_RT_402,-0.35265052,9.332987,1,SAHA,SAHA,50.0,2.379903,1502,A549,lung adenocarcinoma
H08_B02_RT_578,9.5014715,4.3905897,0,SAHA,SAHA,100.0,8.921037,1132,A549,lung adenocarcinoma
A01_B02_RT_463,12.573282,4.4907107,4,SAHA,SAHA,100.0,6.2646027,5241,A549,lung adenocarcinoma
A03_B02_RT_737,11.935952,6.3205285,2,SAHA,SAHA,50.0,2.3177695,3048,A549,lung adenocarcinoma
C10_B02_RT_735,11.022673,6.223638,2,SAHA,SAHA,10.0,2.137824,3636,A549,lung adenocarcinoma
A02_B02_RT_746,10.2251,4.8585777,4,SAHA,SAHA,10.0,2.2065728,3151,A549,lung adenocarcinoma
A10_B02_RT_762,9.998374,8.055589,2,SAHA,SAHA,10.0,3.1046836,3604,A549,lung adenocarcinoma
H09_A01_RT_480,11.078518,4.709078,4,SAHA,SAHA,50.0,7.518797,2527,A549,lung adenocarcinoma
F03_A01_RT_565,11.106138,5.7037683,2,SAHA,SAHA,50.0,4.4235587,3828,A549,lung adenocarcinoma
F07_A01_RT_495,5.92386,2.941478,5,SAHA,SAHA,100.0,9.656531,3118,A549,lung adenocarcinoma
A07_B02_RT_557,12.176828,6.577554,2,SAHA,SAHA,50.0,1.315463,3748,A549,lung adenocarcinoma
C08_B02_RT_455,0.06246008,9.435804,1,SAHA,SAHA,10.0,3.9119804,860,A549,lung adenocarcinoma
G03_B02_RT_456,11.50477,6.4809437,2,SAHA,SAHA,50.0,6.4872656,2314,A549,lung adenocarcinoma
A11_B02_RT_527,11.196587,4.024915,4,SAHA,SAHA,50.0,2.5842547,3574,A549,lung adenocarcinoma
F06_A01_RT_610,8.615472,7.493757,2,SAHA,SAHA,10.0,5.1231136,3436,A549,lung adenocarcinoma
C03_A01_RT_396,12.536501,6.557472,2,SAHA,SAHA,100.0,3.0453773,3875,A549,lung adenocarcinoma
E04_A01_RT_467,1.1782387,7.498131,1,SAHA,SAHA,100.0,12.096106,801,A549,lung adenocarcinoma
D06_A01_RT_658,9.022819,6.8113537,2,SAHA,SAHA,10.0,4.231914,3526,A549,lung adenocarcinoma
C05_A01_RT_698,10.308466,7.7630887,2,SAHA,SAHA,100.0,3.796697,5740,A549,lung adenocarcinoma
D04_A01_RT_738,9.013719,1.976313,4,SAHA,SAHA,100.0,5.9421673,4439,A549,lung adenocarcinoma
G01_B02_RT_752,0.17334776,7.5784593,1,SAHA,SAHA,100.0,3.7461774,937,A549,lung adenocarcinoma
D06_A01_RT_562,8.485596,4.6420345,4,SAHA,SAHA,50.0,6.3643293,2824,A549,lung adenocarcinoma
B02_B02_RT_757,10.459347,5.071282,2,SAHA,SAHA,50.0,4.836512,1067,A549,lung adenocarcinoma
F01_A01_RT_762,8.44636,3.6490161,4,SAHA,SAHA,50.0,1.5425967,4148,A549,lung adenocarcinoma
F11_A01_RT_752,2.5091348,9.176207,1,SAHA,SAHA,10.0,5.67546,872,A549,lung adenocarcinoma
G01_A01_RT_400,0.079595745,8.468714,1,SAHA,SAHA,100.0,3.4042554,1653,A549,lung adenocarcinoma
D07_B02_RT_402,12.340104,6.7440205,2,SAHA,SAHA,50.0,2.9435813,3561,A549,lung adenocarcinoma
D09_B02_RT_752,9.235481,2.42597,4,SAHA,SAHA,50.0,4.9761147,5706,A549,lung adenocarcinoma
D02_B02_RT_398,10.990062,2.53882,4,SAHA,SAHA,100.0,1.6073725,2715,A549,lung adenocarcinoma
C09_B02_RT_763,11.374317,3.7511811,4,SAHA,SAHA,50.0,6.3204126,4399,A549,lung adenocarcinoma
H04_B02_RT_586,12.301798,6.4426565,2,SAHA,SAHA,100.0,4.2751527,3009,A549,lung adenocarcinoma
B10_A01_RT_491,12.490781,4.9647193,4,SAHA,SAHA,100.0,3.0439684,2264,A549,lung adenocarcinoma
A07_B02_RT_722,8.712343,6.3949356,2,SAHA,SAHA,10.0,3.624588,3759,A549,lung adenocarcinoma
G04_B02_RT_492,8.547552,7.116008,2,SAHA,SAHA,10.0,1.7703427,4567,A549,lung adenocarcinoma
F09_A01_RT_487,12.987881,6.1371646,2,SAHA,SAHA,100.0,3.3050306,4488,A549,lung adenocarcinoma
C06_A01_RT_441,12.503733,6.229799,2,SAHA,SAHA,100.0,2.9166667,2491,A549,lung adenocarcinoma
B04_B02_RT_450,12.502183,5.4806256,2,SAHA,SAHA,50.0,2.155537,2671,A549,lung adenocarcinoma
G06_A01_RT_490,1.0856314,7.746758,1,SAHA,SAHA,100.0,6.772908,718,A549,lung adenocarcinoma
A01_A01_RT_736,9.543079,3.4916542,4,SAHA,SAHA,50.0,8.106022,3750,A549,lung adenocarcinoma
D03_B02_RT_397,8.627564,2.5242608,4,SAHA,SAHA,100.0,5.8554044,5354,A549,lung adenocarcinoma
F10_A01_RT_590,9.28611,3.5220697,4,SAHA,SAHA,100.0,5.520107,3376,A549,lung adenocarcinoma
C10_B02_RT_447,11.24342,2.7778637,4,SAHA,SAHA,100.0,3.1357048,3596,A549,lung adenocarcinoma
F09_B02_RT_509,11.166224,2.4658475,4,SAHA,SAHA,100.0,1.902098,3497,A549,lung adenocarcinoma
H07_A01_RT_489,11.05221,4.4655857,4,SAHA,SAHA,10.0,8.908342,1332,A549,lung adenocarcinoma
H03_A01_RT_682,11.12847,7.704895,2,SAHA,SAHA,10.0,3.1287036,3871,A549,lung adenocarcinoma
G02_B02_RT_578,11.300639,4.8826113,4,SAHA,SAHA,100.0,4.1025643,1314,A549,lung adenocarcinoma
H03_A01_RT_424,0.88113886,7.605968,1,SAHA,SAHA,100.0,2.9086678,1186,A549,lung adenocarcinoma
G02_B02_RT_515,9.493795,3.639917,4,SAHA,SAHA,100.0,6.7657614,4596,A549,lung adenocarcinoma
D09_A01_RT_671,4.5204825,-1.3597755,3,SAHA,SAHA,100.0,3.223106,1605,A549,lung adenocarcinoma
H05_B02_RT_521,12.0809355,5.7442307,2,SAHA,SAHA,100.0,3.4700692,3830,A549,lung adenocarcinoma
H03_B02_RT_457,11.829823,3.3412967,4,SAHA,SAHA,100.0,3.0428135,3507,A549,lung adenocarcinoma
C11_B02_RT_502,2.3036084,8.283526,1,SAHA,SAHA,50.0,4.1992884,998,A549,lung adenocarcinoma
G12_B02_RT_757,8.947091,4.5085154,2,SAHA,SAHA,50.0,4.923216,1331,A549,lung adenocarcinoma
E07_A01_RT_633,9.547669,3.865247,4,SAHA,SAHA,100.0,7.6680236,4992,A549,lung adenocarcinoma
B10_B02_RT_630,-1.1529403,9.102495,1,SAHA,SAHA,100.0,3.5413153,1212,A549,lung adenocarcinoma
D07_A01_RT_689,8.737987,4.0546956,4,SAHA,SAHA,50.0,7.2,1263,A549,lung adenocarcinoma
B03_A01_RT_597,10.352008,6.449443,2,SAHA,SAHA,10.0,2.3835716,1699,A549,lung adenocarcinoma
C12_B02_RT_660,8.7949095,7.0439825,2,SAHA,SAHA,10.0,3.927658,2658,A549,lung adenocarcinoma
A09_B02_RT_401,11.544165,7.2060437,2,SAHA,SAHA,50.0,4.322805,3671,A549,lung adenocarcinoma
D03_B02_RT_670,11.309408,3.4211404,4,SAHA,SAHA,100.0,1.6841524,2125,A549,lung adenocarcinoma
C06_A01_RT_436,11.393732,4.078591,4,SAHA,SAHA,50.0,1.9285121,3277,A549,lung adenocarcinoma
E01_A01_RT_658,11.352408,3.279577,4,SAHA,SAHA,50.0,1.740588,4043,A549,lung adenocarcinoma
H04_A01_RT_676,10.016146,7.2017713,2,SAHA,SAHA,50.0,6.990422,4790,A549,lung adenocarcinoma
F04_A01_RT_475,10.123404,7.353432,2,SAHA,SAHA,10.0,4.351245,4651,A549,lung adenocarcinoma
F02_A01_RT_618,11.908088,6.945066,2,SAHA,SAHA,50.0,2.8825717,3587,A549,lung adenocarcinoma
C04_A01_RT_651,4.073688,3.391788,5,SAHA,SAHA,10.0,12.197633,1235,A549,lung adenocarcinoma
A03_B02_RT_631,4.892826,3.2894278,5,SAHA,SAHA,50.0,6.9371324,1885,A549,lung adenocarcinoma
C06_B02_RT_397,0.21616714,9.009304,1,SAHA,SAHA,50.0,4.4069643,1212,A549,lung adenocarcinoma
D09_B02_RT_497,-0.76533806,10.092004,1,SAHA,SAHA,10.0,2.5447042,1022,A549,lung adenocarcinoma
B11_A01_RT_624,-0.34423414,6.3706846,1,SAHA,SAHA,100.0,4.51423,729,A549,lung adenocarcinoma
B05_A01_RT_719,9.941298,7.2563486,2,SAHA,SAHA,10.0,5.293708,4001,A549,lung adenocarcinoma
C09_A01_RT_520,8.578329,6.7854013,2,SAHA,SAHA,10.0,3.7992256,5057,A549,lung adenocarcinoma
G12_B02_RT_708,11.291127,6.7572703,2,SAHA,SAHA,100.0,4.850088,3343,A549,lung adenocarcinoma
D05_B02_RT_711,0.9018837,6.010665,1,SAHA,SAHA,100.0,7.619796,890,A549,lung adenocarcinoma
A06_B02_RT_745,10.613568,4.8565936,4,SAHA,SAHA,50.0,4.675682,2379,A549,lung adenocarcinoma
E07_A01_RT_617,0.6980014,7.314374,1,SAHA,SAHA,10.0,13.581081,945,A549,lung adenocarcinoma
F11_A01_RT_468,9.081839,7.5663586,2,SAHA,SAHA,10.0,5.0021048,5261,A549,lung adenocarcinoma
H04_A01_RT_669,11.419957,5.845869,2,SAHA,SAHA,100.0,2.7238095,2826,A549,lung adenocarcinoma
F01_B02_RT_691,11.076573,4.0170107,4,SAHA,SAHA,50.0,3.3625522,3440,A549,lung adenocarcinoma
D04_B02_RT_752,10.351913,7.570765,2,SAHA,SAHA,50.0,6.41642,4651,A549,lung adenocarcinoma
A05_B02_RT_522,12.2159395,5.8749294,2,SAHA,SAHA,100.0,3.735686,2915,A549,lung adenocarcinoma
A11_A01_RT_424,10.601892,3.4269881,4,SAHA,SAHA,50.0,3.4741023,4877,A549,lung adenocarcinoma
E06_A01_RT_394,12.4623575,3.4147418,4,SAHA,SAHA,100.0,4.2135367,3094,A549,lung adenocarcinoma
F07_B02_RT_707,9.133924,2.3796828,4,SAHA,SAHA,50.0,5.9335084,6851,A549,lung adenocarcinoma
E08_A01_RT_484,10.819346,7.736859,2,SAHA,SAHA,50.0,11.057811,3810,A549,lung adenocarcinoma
E02_B02_RT_722,8.951662,6.431442,2,SAHA,SAHA,10.0,5.240516,2670,A549,lung adenocarcinoma
F11_B02_RT_730,9.815377,3.6740015,4,SAHA,SAHA,50.0,5.762837,3855,A549,lung adenocarcinoma
G07_B02_RT_572,0.8299339,7.080069,1,SAHA,SAHA,50.0,5.1792827,884,A549,lung adenocarcinoma
H08_B02_RT_766,9.108269,6.1443815,2,SAHA,SAHA,10.0,4.163352,2099,A549,lung adenocarcinoma
C11_B02_RT_635,1.3753996,9.870695,1,SAHA,SAHA,10.0,3.1991744,1293,A549,lung adenocarcinoma
E10_B02_RT_388,9.815511,3.091406,4,SAHA,SAHA,50.0,3.794432,5400,A549,lung adenocarcinoma
E10_A01_RT_391,8.560716,8.442439,2,SAHA,SAHA,10.0,4.5398774,1067,A549,lung adenocarcinoma
G03_A01_RT_617,-0.15429264,7.4002967,1,SAHA,SAHA,50.0,10.17188,1876,A549,lung adenocarcinoma
G11_B02_RT_766,10.409513,3.6852887,4,SAHA,SAHA,50.0,5.01049,3846,A549,lung adenocarcinoma
E03_B02_RT_600,10.139054,3.9874306,4,SAHA,SAHA,50.0,6.524287,3656,A549,lung adenocarcinoma
G01_A01_RT_754,9.493567,-1.5734326,0,SAHA,SAHA,100.0,14.227515,1576,A549,lung adenocarcinoma
C01_A01_RT_476,9.43375,6.35735,2,SAHA,SAHA,10.0,3.003561,3250,A549,lung adenocarcinoma
A04_B02_RT_424,0.05674466,8.545745,1,SAHA,SAHA,10.0,3.3429394,1161,A549,lung adenocarcinoma
B08_B02_RT_625,10.945612,6.23871,2,SAHA,SAHA,10.0,2.5578563,2348,A549,lung adenocarcinoma
C01_A01_RT_627,8.486451,2.224037,4,SAHA,SAHA,50.0,9.610934,5472,A549,lung adenocarcinoma
A07_B02_RT_759,11.016164,7.1154523,2,SAHA,SAHA,100.0,2.9901667,2616,A549,lung adenocarcinoma
C03_B02_RT_597,12.2593,4.779081,4,SAHA,SAHA,100.0,4.8703494,2544,A549,lung adenocarcinoma
A01_A01_RT_384,5.824215,1.0112993,3,control,control,,11.913358,1258,A549,lung adenocarcinoma
A01_A01_RT_767,6.661319,1.1598973,0,control,control,,12.3354645,1623,A549,lung adenocarcinoma
A01_B02_RT_742,1.2354959,10.405372,1,control,control,,4.9652433,757,A549,lung adenocarcinoma
A02_A01_RT_743,4.582901,3.6177175,5,control,control,,13.96985,1649,A549,lung adenocarcinoma
A02_B02_RT_390,4.511533,3.0133827,5,control,control,,7.3376102,1563,A549,lung adenocarcinoma
A02_B02_RT_420,4.184016,3.2050428,5,control,control,,13.207547,1065,A549,lung adenocarcinoma
A02_B02_RT_434,4.4193234,3.0158472,5,control,control,,7.113219,1911,A549,lung adenocarcinoma
A02_B02_RT_496,7.3977957,1.4988513,0,control,control,,5.07201,1950,A549,lung adenocarcinoma
A02_B02_RT_617,0.6884207,6.850692,1,control,control,,9.889094,759,A549,lung adenocarcinoma
A03_A01_RT_435,7.3747306,2.0765488,0,control,control,,9.776689,5295,A549,lung adenocarcinoma
A03_A01_RT_503,1.9095225,7.585924,1,control,control,,3.9292731,753,A549,lung adenocarcinoma
A03_B02_RT_617,0.84116614,9.3988495,1,control,control,,10.753381,1011,A549,lung adenocarcinoma
A03_B02_RT_676,0.80022657,8.306647,1,control,control,,2.7089784,819,A549,lung adenocarcinoma
A03_B02_RT_691,5.5043488,3.182056,5,control,control,,19.523977,3286,A549,lung adenocarcinoma
A03_B02_RT_711,0.27621964,9.381233,1,control,control,,7.099143,1105,A549,lung adenocarcinoma
A04_A01_RT_488,5.151684,4.0552835,5,control,control,,12.705978,3283,A549,lung adenocarcinoma
A04_B02_RT_710,1.8622266,9.276202,1,control,control,,5.685786,1247,A549,lung adenocarcinoma
A05_A01_RT_661,4.6915236,3.4517632,5,control,control,,5.7667103,1832,A549,lung adenocarcinoma
A05_B02_RT_455,-0.16793036,8.239515,1,control,control,,3.622693,982,A549,lung adenocarcinoma
A05_B02_RT_484,-0.4898014,6.804888,1,control,control,,5.9760957,847,A549,lung adenocarcinoma
A05_B02_RT_572,0.48176345,9.135483,1,control,control,,4.519774,957,A549,lung adenocarcinoma
A05_B02_RT_617,2.6561317,7.5140715,1,control,control,,8.549528,1106,A549,lung adenocarcinoma
A05_B02_RT_623,0.57782084,7.7541265,1,control,control,,3.2534246,826,A549,lung adenocarcinoma
A05_B02_RT_725,4.52088,3.2741072,5,control,control,,9.214334,2257,A549,lung adenocarcinoma
A06_A01_RT_400,-0.5475101,7.2447886,1,control,control,,5.7827926,947,A549,lung adenocarcinoma
A06_A01_RT_455,5.6029534,3.9006917,5,control,control,,5.7734203,2076,A549,lung adenocarcinoma
A06_B02_RT_402,1.5367278,9.267607,1,control,control,,4.0547943,1181,A549,lung adenocarcinoma
A06_B02_RT_444,1.3639889,8.616151,1,control,control,,2.8375733,758,A549,lung adenocarcinoma
A06_B02_RT_502,0.637416,8.317709,1,control,control,,5.3441296,867,A549,lung adenocarcinoma
A07_A01_RT_638,5.1091666,3.2243948,5,control,control,,5.4145517,1751,A549,lung adenocarcinoma
A07_A01_RT_711,1.875329,8.852514,1,control,control,,7.3913045,804,A549,lung adenocarcinoma
A07_B02_RT_400,-1.6012825,8.164012,1,control,control,,3.8821955,1369,A549,lung adenocarcinoma
A07_B02_RT_455,1.1781756,9.616816,1,control,control,,2.700491,911,A549,lung adenocarcinoma
A07_B02_RT_604,-0.9636098,6.8596616,1,control,control,,3.2530904,1013,A549,lung adenocarcinoma
A07_B02_RT_629,-0.2389354,8.233637,1,control,control,,2.362805,919,A549,lung adenocarcinoma
A08_A01_RT_401,4.460451,3.0849113,5,control,control,,6.866614,1589,A549,lung adenocarcinoma
A08_B02_RT_400,-1.3909973,7.546693,1,control,control,,4.0540543,797,A549,lung adenocarcinoma
A08_B02_RT_402,-0.9964426,9.444372,1,control,control,,2.790485,1355,A549,lung adenocarcinoma
A08_B02_RT_536,7.752003,0.6375023,0,control,control,,7.1949286,1933,A549,lung adenocarcinoma
A08_B02_RT_550,3.8241296,2.8603613,5,control,control,,4.0464463,1694,A549,lung adenocarcinoma
A08_B02_RT_682,4.621313,3.2542434,5,control,control,,7.4331846,2040,A549,lung adenocarcinoma
A08_B02_RT_744,4.3723445,3.1029654,5,control,control,,4.625905,1526,A549,lung adenocarcinoma
A09_A01_RT_502,0.9717111,9.8149605,1,control,control,,6.213018,739,A549,lung adenocarcinoma
A09_A01_RT_635,0.1863891,7.4249234,1,control,control,,2.92729,765,A549,lung adenocarcinoma
A09_B02_RT_424,1.5690435,8.823839,1,control,control,,2.7134347,1050,A549,lung adenocarcinoma
A09_B02_RT_484,1.2165426,6.6363297,1,control,control,,4.859335,832,A549,lung adenocarcinoma
A09_B02_RT_502,1.4066304,9.309422,1,control,control,,5.3913045,828,A549,lung adenocarcinoma
A09_B02_RT_575,1.7240188,7.2367682,1,control,control,,4.607843,738,A549,lung adenocarcinoma
A09_B02_RT_604,0.7661609,7.8036513,1,control,control,,2.887139,814,A549,lung adenocarcinoma
A09_B02_RT_630,1.9899212,6.3565216,1,control,control,,3.7606838,832,A549,lung adenocarcinoma
A10_A01_RT_644,4.091576,3.305982,5,control,control,,14.150348,1042,A549,lung adenocarcinoma
A10_B02_RT_505,4.3842635,2.9512784,5,control,control,,3.1034484,1190,A549,lung adenocarcinoma
A10_B02_RT_618,5.5525126,3.947075,5,control,control,,5.7521,2189,A549,lung adenocarcinoma
A10_B02_RT_711,-1.4393632,9.027021,1,control,control,,6.3405795,1115,A549,lung adenocarcinoma
A11_A01_RT_711,1.3053377,7.0107236,1,control,control,,8.003518,813,A549,lung adenocarcinoma
A11_B02_RT_428,1.4402748,9.426643,1,control,control,,4.482072,740,A549,lung adenocarcinoma
A11_B02_RT_485,0.5079563,6.7001348,1,control,control,,2.6859505,982,A549,lung adenocarcinoma
A11_B02_RT_533,1.018312,6.1563373,1,control,control,,8.900084,809,A549,lung adenocarcinoma
A12_A01_RT_424,0.563331,6.5945807,1,control,control,,3.1791906,778,A549,lung adenocarcinoma
A12_B02_RT_463,-0.09111225,6.2743044,1,control,control,,6.8161435,794,A549,lung adenocarcinoma
A12_B02_RT_464,1.3550981,8.085309,1,control,control,,3.842549,793,A549,lung adenocarcinoma
A12_B02_RT_484,0.8766181,6.7832646,1,control,control,,5.083089,739,A549,lung adenocarcinoma
A12_B02_RT_676,-0.48775354,6.7852592,1,control,control,,2.3519163,734,A549,lung adenocarcinoma
B01_A01_RT_579,4.818258,3.7503731,5,control,control,,8.902077,1621,A549,lung adenocarcinoma
B01_A01_RT_711,1.686307,6.7003274,1,control,control,,6.9058294,786,A549,lung adenocarcinoma
B01_B02_RT_402,1.885478,9.031381,1,control,control,,3.909139,1198,A549,lung adenocarcinoma
B01_B02_RT_619,0.3414123,8.567091,1,control,control,,6.148148,955,A549,lung adenocarcinoma
B02_B02_RT_552,3.805205,3.5974627,5,control,control,,10.079365,897,A549,lung adenocarcinoma
B02_B02_RT_735,10.1556225,4.8106585,4,control,control,,2.364532,1312,A549,lung adenocarcinoma
B03_B02_RT_497,0.549377,6.2174773,1,control,control,,2.513747,929,A549,lung adenocarcinoma
B03_B02_RT_502,-0.1620605,6.551693,1,control,control,,4.5709705,892,A549,lung adenocarcinoma
B03_B02_RT_503,0.49361983,8.385449,1,control,control,,2.9850745,1176,A549,lung adenocarcinoma
B03_B02_RT_729,-1.3052409,7.461946,1,control,control,,4.217432,771,A549,lung adenocarcinoma
B04_A01_RT_424,0.19408917,7.5207295,1,control,control,,3.821656,794,A549,lung adenocarcinoma
B04_A01_RT_635,2.5522978,9.240709,1,control,control,,2.6941364,922,A549,lung adenocarcinoma
B04_B02_RT_402,0.5370234,10.253674,1,control,control,,2.3427868,1085,A549,lung adenocarcinoma
B04_B02_RT_432,1.6978372,6.2948456,1,control,control,,6.326034,862,A549,lung adenocarcinoma
B04_B02_RT_676,0.9786707,9.147285,1,control,control,,1.7114915,764,A549,lung adenocarcinoma
B05_A01_RT_400,-1.4661039,8.177047,1,control,control,,4.1770573,1017,A549,lung adenocarcinoma
B05_B02_RT_604,-0.5874259,8.912475,1,control,control,,3.1722054,928,A549,lung adenocarcinoma
B05_B02_RT_729,0.6504061,8.361286,1,control,control,,5.4054055,812,A549,lung adenocarcinoma
B06_B02_RT_617,0.0820659,6.4058676,1,control,control,,8.961912,947,A549,lung adenocarcinoma
